H,split,model,percentile,threshold,tail_MAE,tail_RMSE,n_tail,tau,val_obj
24,test,Huber-Graph,90,1.590000033378601,1.0002130275940797,1.2461014563626733,3659,0.0,
24,test,Huber-Graph,95,1.940000057220459,1.3953146386030515,1.6288183325405092,1816,0.0,
24,test,Huber-Graph,99,3.0876951217651367,2.4858680535112416,2.68953632393158,363,0.0,
24,test,Hybrid,90,1.590000033378601,0.8518346293116903,1.1552588762089118,3659,0.0,
24,test,Hybrid,95,1.940000057220459,1.2138290217241658,1.5179264093890679,1816,0.0,
24,test,Hybrid,99,3.0876951217651367,2.377750093054955,2.625499277648364,363,0.0,
24,test,RF,90,1.590000033378601,0.8920892246874794,1.1711453756572305,3659,,
24,test,RF,95,1.940000057220459,1.2978688352768246,1.5537946956344504,1816,,
24,test,RF,99,3.0876951217651367,2.414040747638576,2.6309816284800354,363,,
24,test,Ridge,90,1.590000033378601,0.9013522267341614,1.1629585817756882,3659,,
24,test,Ridge,95,1.940000057220459,1.2859400510787964,1.5329349356154829,1816,,
24,test,Ridge,99,3.0876951217651367,2.3243157863616943,2.5594486584619616,363,,
24,test,SG-Huber,90,1.590000033378601,1.0027753453934298,1.2484309782342933,3659,0.0,
24,test,SG-Huber,95,1.940000057220459,1.403174660025793,1.6333437314102592,1816,0.0,
24,test,SG-Huber,99,3.0876951217651367,2.496131326080408,2.696321602667992,363,0.0,
24,test,SG-Ridge,90,1.590000033378601,0.9257935285568237,1.181863710136695,3659,0.0,
24,test,SG-Ridge,95,1.940000057220459,1.324263334274292,1.5604641430520276,1816,0.0,
24,test,SG-Ridge,99,3.0876951217651367,2.4105939865112305,2.6139859331390216,363,0.0,
24,test,Tuned-Huber-Graph,90,1.590000033378601,1.0010370238668675,1.2466372055924906,3659,0.0,6.769751954197703
24,test,Tuned-Huber-Graph,95,1.940000057220459,1.3966571753761308,1.629657355298656,1816,0.0,6.769751954197703
24,test,Tuned-Huber-Graph,99,3.0876951217651367,2.4876872242312964,2.690777969667891,363,0.0,6.769751954197703
24,test,Tuned-Hybrid,90,1.590000033378601,0.8008784060650078,1.0768569224133953,3659,0.0,6.769751954197703
24,test,Tuned-Hybrid,95,1.940000057220459,1.102385650673586,1.3952039237762435,1816,0.0,6.769751954197703
24,test,Tuned-Hybrid,99,3.0876951217651367,2.059177611678271,2.3632192107030154,363,0.0,6.769751954197703
24,test,XGB,90,1.590000033378601,0.8839685320854187,1.1806305911334127,3659,,
24,test,XGB,95,1.940000057220459,1.2884615659713745,1.5682260497015876,1816,,
24,test,XGB,99,3.0876951217651367,2.463883399963379,2.6986979135254834,363,,
