H,split,model,percentile,threshold,tail_MAE,tail_RMSE,n_tail,tau,val_obj
6,test,Huber-Graph,95,24.399999618530273,4.175746165231113,5.091090180943906,2609,2.0,
6,test,Huber-Graph,99,29.4921875,5.819347366534012,6.512455321002041,520,2.0,
6,test,Hybrid,90,20.899999618530273,1.9759552110449878,2.583151629888098,5205,2.0,
6,test,Hybrid,95,24.399999618530273,1.922773205086998,2.5924764082290057,2609,2.0,
6,test,Hybrid,99,29.4921875,1.6051172722218594,2.17546197186193,520,2.0,
6,test,RF,90,20.899999618530273,1.9169884918254456,2.393467495482184,5205,,
6,test,RF,95,24.399999618530273,2.063007849736161,2.5521103705216084,2609,,
6,test,RF,99,29.4921875,2.121339193214292,2.5458037037776395,520,,
6,test,Ridge,90,20.899999618530273,1.8081752061843872,2.3054343872198215,5205,,
6,test,Ridge,95,24.399999618530273,1.980636477470398,2.4772762389233716,2609,,
6,test,Ridge,99,29.4921875,1.973707675933838,2.4158798339972236,520,,
6,test,SG-Huber,90,20.899999618530273,3.4401882565584825,4.379296390701906,5205,2.0,
6,test,SG-Huber,95,24.399999618530273,4.187846059155052,5.106610594036391,2609,2.0,
6,test,SG-Huber,99,29.4921875,5.811317392552884,6.502079725940218,520,2.0,
6,test,SG-Ridge,90,20.899999618530273,3.258864402770996,4.115806507229908,5205,2.0,
6,test,SG-Ridge,95,24.399999618530273,3.966785192489624,4.799931152167889,2609,2.0,
6,test,SG-Ridge,99,29.4921875,5.72443962097168,6.277925588992572,520,2.0,
6,test,Tuned-Huber-Graph,90,20.899999618530273,3.4303798412520843,4.3703191029350785,5205,2.0,2.7971361729248114
6,test,Tuned-Huber-Graph,95,24.399999618530273,4.17511866205841,5.095302652950001,2609,2.0,2.7971361729248114
6,test,Tuned-Huber-Graph,99,29.4921875,5.807305159966891,6.501703496168618,520,2.0,2.7971361729248114
6,test,Tuned-Hybrid,90,20.899999618530273,1.981737362539014,2.6412347397367384,5205,2.0,2.7971361729248114
6,test,Tuned-Hybrid,95,24.399999618530273,1.9052640079234462,2.6518261639631597,2609,2.0,2.7971361729248114
6,test,Tuned-Hybrid,99,29.4921875,1.5276916445748276,2.263649704645347,520,2.0,2.7971361729248114
6,test,XGB,90,20.899999618530273,1.6123625040054321,2.0877684369210137,5205,,
6,test,XGB,95,24.399999618530273,1.6442639827728271,2.164307397970292,2609,,
6,test,XGB,99,29.4921875,1.679321527481079,2.056547302273409,520,,
12,test,Huber,90,20.899999618530273,1.9883398796165959,2.5865842146432296,5205,,
12,test,Huber,95,24.399999618530273,2.1174467028085218,2.7155536050394553,2609,,
12,test,Huber,99,29.4921875,2.0486277974557408,2.51717449747149,520,,
12,test,Huber-Graph,90,20.899999618530273,3.2197794640938455,3.830744913475664,5205,6.0,
12,test,Huber-Graph,95,24.399999618530273,3.730492306379748,4.345746940883688,2609,6.0,
12,test,Huber-Graph,99,29.4921875,5.375833695685909,5.7055044569572395,520,6.0,
12,test,Hybrid,90,20.899999618530273,2.254291176973789,3.1017027419078893,5205,6.0,
12,test,Hybrid,95,24.399999618530273,2.1907963008582625,3.1087532237225877,2609,6.0,
12,test,Hybrid,99,29.4921875,1.274842974748465,1.5291855522347142,520,6.0,
12,test,RF,90,20.899999618530273,2.0245861222027015,2.5410009587319964,5205,,
12,test,RF,95,24.399999618530273,2.11030820594084,2.6404785460032842,2609,,
12,test,RF,99,29.4921875,1.9876953444063687,2.334210634981186,520,,
12,test,Ridge,90,20.899999618530273,2.0016133785247803,2.5737206030598476,5205,,
12,test,Ridge,95,24.399999618530273,2.166325807571411,2.7386283708914063,2609,,
12,test,Ridge,99,29.4921875,2.1956369876861572,2.650980311035348,520,,
12,test,SG-Huber,90,20.899999618530273,3.210457691396667,3.82221895151717,5205,6.0,
