Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-01-01 00:00:00,28.16,81.33,2.54,17.36,19.9,17.41,11.14,1.47,20.96,1.22,2.71,,,0.71,0.3,,91.0,1.45,173.8,,,,1011.75,-0.5
2024-01-01 01:00:00,26.44,74.32,4.26,21.18,25.44,18.32,11.09,1.41,19.48,0.54,0.88,,,1.93,0.85,,91.83,1.14,38.93,,,,1011.28,-0.5
2024-01-01 02:00:00,26.3,78.33,11.36,34.6,45.95,21.3,11.06,1.49,18.72,0.63,2.56,,,0.96,0.37,,91.77,1.09,48.76,,,,1010.85,-0.5
2024-01-01 03:00:00,26.96,101.35,14.9,37.8,52.7,22.16,11.1,1.36,18.97,1.36,1.58,,,1.03,0.69,,91.82,1.17,59.39,,,,1010.55,-0.5
2024-01-01 04:00:00,26.8,117.74,11.41,34.3,45.71,20.46,11.05,1.34,18.86,0.29,1.34,,,1.06,0.38,,91.88,1.6,83.93,,,,1010.65,-0.5
2024-01-01 05:00:00,27.3,112.5,7.67,28.58,36.26,18.94,10.89,1.32,19.13,1.27,1.56,,,0.58,0.98,,91.92,1.37,64.1,,,,1011.25,-0.5
2024-01-01 06:00:00,32.93,119.02,7.08,30.46,37.54,17.59,10.89,1.39,19.74,0.84,2.59,,,1.19,0.85,,91.97,1.29,62.38,,,7.18,1011.8,-0.5
2024-01-01 07:00:00,30.49,109.78,4.05,30.2,34.25,17.74,11.17,0.72,20.7,1.06,3.9,,,2.44,0.87,,89.12,1.28,72.42,,,40.89,1012.55,-0.5
2024-01-01 08:00:00,29.89,107.45,3.08,37.23,40.32,17.94,11.11,0.76,22.98,2.05,1.64,,,0.82,0.66,,75.1,0.99,57.95,,,95.42,1013.38,-0.5
2024-01-01 09:00:00,30.95,116.87,1.89,31.75,33.64,17.45,11.05,0.48,25.24,0.29,1.25,,,1.22,0.6,,67.32,0.88,48.01,,,227.68,1013.62,-0.49
2024-01-01 10:00:00,33.67,117.4,1.25,25.26,26.52,16.64,11.04,0.44,27.48,0.74,0.74,,,1.95,0.46,,62.28,1.07,73.18,,,419.66,1013.42,-0.49
2024-01-01 11:00:00,38.1,110.14,0.94,18.48,19.42,15.56,11.16,0.59,27.28,0.74,2.65,,,1.33,0.96,,61.55,1.01,101.88,,,295.03,1012.72,-0.49
2024-01-01 12:00:00,35.8,120.02,1.07,16.8,17.87,16.13,11.09,0.69,27.34,0.36,2.27,,,0.79,0.84,,59.08,1.32,109.06,,,462.56,1011.75,-0.49
2024-01-01 13:00:00,36.15,115.68,1.01,13.64,14.64,16.5,11.14,1.07,27.96,1.04,1.67,,,0.43,0.51,,57.76,1.36,102.91,,,455.8,1010.82,-0.49
2024-01-01 14:00:00,36.1,102.17,1.22,14.1,15.32,16.67,11.24,1.02,27.92,1.34,0.4,,,0.51,0.48,,57.93,1.34,104.05,,,378.2,1010.12,-0.49
2024-01-01 15:00:00,34.8,109.42,1.18,12.29,13.48,17.07,10.93,0.72,29.42,0.68,2.26,,,1.02,0.52,,62.71,1.51,106.42,,,199.86,1009.6,-0.49
2024-01-01 16:00:00,30.42,109.77,1.32,10.16,11.48,17.17,11.15,1.54,27.82,1.05,1.82,,,1.27,0.52,,62.1,1.64,108.11,,,86.35,1009.58,-0.49
2024-01-01 17:00:00,25.8,97.47,1.97,13.84,15.8,18.72,11.05,2.0,30.12,0.88,0.68,,,0.56,0.24,,66.04,1.57,97.75,,,16.76,1010.1,-0.5
2024-01-01 18:00:00,25.56,88.23,3.92,26.22,30.31,19.81,11.07,2.19,26.84,0.79,2.45,,,1.14,1.21,,69.85,1.78,98.02,,,,1010.83,-0.5
2024-01-01 19:00:00,27.74,86.65,2.21,30.75,32.96,21.76,10.9,0.6,25.08,0.79,0.82,,,1.01,0.33,,73.89,1.75,97.43,,,,1011.85,-0.5
2024-01-01 20:00:00,29.53,90.05,1.96,26.88,28.85,20.71,11.14,0.46,25.28,0.62,0.83,,,1.76,0.21,,74.86,1.79,93.22,,,,1012.62,-0.5
2024-01-01 21:00:00,28.42,78.13,1.59,22.09,23.68,20.02,11.24,0.39,23.75,0.7,0.85,,,0.41,0.52,,75.5,1.8,96.58,,,,1012.95,-0.5
2024-01-01 22:00:00,30.06,77.57,1.46,18.73,20.2,19.93,10.96,0.22,24.48,1.04,2.66,,,0.75,0.2,,75.83,1.73,99.24,,,,1012.42,-0.5
2024-01-01 23:00:00,27.79,77.3,1.14,12.08,13.22,19.28,11.07,0.35,25.05,0.87,0.83,,,0.24,0.63,,78.02,1.78,91.22,,,,1012.07,-0.5
2024-01-02 00:00:00,23.85,78.02,0.98,9.51,10.48,19.2,11.16,0.3,24.76,0.63,2.33,,,0.82,0.22,,84.64,1.52,72.34,,,,1011.42,-0.5
2024-01-02 01:00:00,21.45,73.43,1.04,9.4,10.44,19.26,11.22,1.26,23.63,1.24,0.63,,,0.63,1.09,,89.86,1.67,72.47,,,,1010.72,-0.5
2024-01-02 02:00:00,21.03,64.76,1.21,8.98,10.19,19.06,11.13,1.23,22.54,1.19,0.96,,,0.81,0.4,,91.8,1.62,78.33,,,,1009.92,-0.5
2024-01-02 03:00:00,21.72,55.74,1.02,7.7,8.72,18.96,11.0,1.23,23.11,1.51,2.43,,,0.92,0.58,,88.59,1.36,264.36,,,,1009.7,-0.5
2024-01-02 04:00:00,24.42,61.42,1.84,10.76,12.6,19.5,11.13,1.18,20.71,0.76,1.03,,,0.41,0.24,,91.97,1.32,116.4,,,,1009.85,-0.5
2024-01-02 05:00:00,22.93,55.86,5.39,23.98,29.37,21.58,11.16,1.18,19.58,1.13,1.05,,,0.76,0.38,,91.91,1.69,89.38,,,,1010.1,-0.5
2024-01-02 06:00:00,20.12,59.06,21.16,43.93,65.1,24.75,10.88,1.23,19.48,0.78,2.33,,,0.2,0.33,,91.74,1.35,128.05,,,9.96,1010.7,-0.5
2024-01-02 07:00:00,21.49,70.87,19.08,51.12,70.2,25.81,10.9,0.73,19.99,0.74,0.42,,,0.91,0.25,,90.67,1.19,262.2,,,48.75,1011.58,-0.5
2024-01-02 08:00:00,23.57,85.5,8.61,48.45,57.06,23.76,11.31,0.72,21.79,0.18,1.32,,,0.47,0.21,,83.53,1.07,264.56,,,107.47,1012.65,-0.5
2024-01-02 09:00:00,22.18,101.05,6.2,49.86,56.06,23.14,11.15,0.61,23.14,0.22,0.71,,,0.66,0.35,,76.81,1.06,87.06,,,179.81,1012.82,-0.5
2024-01-02 10:00:00,26.25,102.9,1.82,23.12,24.94,18.54,11.05,0.59,26.91,0.3,2.45,,,0.79,0.43,,60.76,1.44,108.98,,,362.48,1012.32,-0.49
2024-01-02 11:00:00,26.3,98.44,0.92,12.73,13.65,19.93,11.26,0.56,28.15,1.03,2.38,,,0.88,0.46,,59.19,1.42,120.9,,,350.76,1011.78,-0.48
2024-01-02 12:00:00,24.71,95.29,1.07,14.4,15.47,18.66,11.11,0.5,27.48,1.42,1.08,,,0.67,0.26,,62.75,1.3,108.6,,,194.29,1010.78,-0.49
2024-01-02 13:00:00,27.46,84.48,1.07,13.59,14.67,19.74,11.25,0.82,26.92,1.22,1.35,,,0.7,0.44,,62.58,1.17,104.34,,,298.31,1009.78,-0.49
2024-01-02 14:00:00,26.82,82.01,0.79,10.58,11.37,19.08,11.08,0.89,28.52,0.81,2.49,,,0.82,,,63.2,1.37,107.85,,,261.85,1009.1,-0.49
2024-01-02 15:00:00,28.86,77.04,1.48,15.26,16.74,20.01,11.14,0.85,27.91,0.83,0.83,,,0.37,0.32,,64.86,1.35,108.28,,,184.83,1008.95,-0.49
2024-01-02 16:00:00,38.3,81.18,1.44,15.24,16.68,19.52,10.98,0.73,26.74,0.92,3.24,,,1.32,1.46,,65.83,1.32,110.6,,,96.1,1009.15,-0.5
2024-01-02 17:00:00,39.32,73.92,1.29,13.16,14.45,18.91,10.92,0.47,30.83,0.51,0.75,,,0.44,0.15,,66.43,1.1,102.4,,,20.59,1007.67,-0.5
2024-01-02 18:00:00,48.84,66.65,1.82,16.32,18.14,18.58,8.66,1.36,44.34,0.02,0.07,,,0.04,0.06,,71.08,0.52,39.09,,,,1002.42,-0.5
2024-01-02 19:00:00,48.05,80.85,1.41,17.06,18.48,20.16,8.57,1.12,44.87,0.06,0.11,,,0.02,0.02,,72.44,0.55,29.77,,,,1003.3,-0.5
2024-01-02 20:00:00,46.7,76.96,2.75,24.41,27.17,20.21,8.68,1.18,41.52,0.02,0.04,,,0.02,0.02,,78.43,0.52,24.98,,,,1004.08,-0.5
2024-01-02 21:00:00,42.32,70.66,5.13,40.54,45.67,20.96,8.76,1.0,31.66,0.01,0.01,,,0.04,0.02,,83.76,0.55,25.97,,,,1004.28,-0.5
2024-01-02 22:00:00,36.0,71.3,3.28,25.69,28.97,19.09,8.76,1.03,31.13,0.03,0.09,,,0.03,0.04,,85.04,0.55,29.28,,,,1003.9,-0.5
2024-01-02 23:00:00,29.83,64.51,1.69,14.79,16.48,17.43,8.7,1.0,32.0,0.02,0.03,,,0.04,0.02,,87.15,0.56,27.98,,,,1003.27,-0.5
2024-01-03 00:00:00,26.2,66.35,1.76,14.42,16.19,17.32,8.85,1.08,30.55,0.05,0.08,,,0.03,0.03,,90.22,0.55,261.08,,,,1002.85,-0.5
2024-01-03 01:00:00,24.95,58.95,2.68,15.04,17.72,17.58,8.84,0.62,21.89,0.03,0.04,,,0.03,0.02,,91.26,0.55,24.72,,,,1002.1,-0.5
2024-01-03 02:00:00,24.15,52.9,5.35,24.74,30.09,19.18,8.57,0.75,19.63,0.02,0.04,,,0.03,0.02,,91.28,0.54,259.52,,,,1001.48,-0.5
2024-01-03 03:00:00,19.97,57.3,8.08,26.75,34.83,20.32,8.66,0.7,19.66,0.02,0.06,,,0.02,0.02,,91.24,0.54,263.91,,,,1001.12,-0.5
2024-01-03 04:00:00,26.08,51.7,11.72,29.98,41.7,21.42,8.72,0.62,19.63,0.03,0.05,,,0.04,0.01,,91.24,0.5,94.97,,,,1001.32,-0.5
2024-01-03 05:00:00,30.48,57.31,20.12,39.2,59.32,23.48,8.74,0.62,19.75,0.02,0.06,,,0.01,0.02,,91.24,0.48,340.65,,,,1001.78,-0.5
2024-01-03 06:00:00,27.48,60.7,34.07,52.21,86.28,25.7,8.61,0.65,19.2,0.02,0.02,,,0.02,0.01,,91.24,0.52,180.54,,,5.29,1002.12,-0.5
2024-01-03 07:00:00,25.38,76.55,28.44,57.99,86.43,26.82,8.75,0.65,20.2,0.03,0.04,,,0.03,0.01,,91.16,0.53,337.85,,,40.5,1002.8,-0.5
2024-01-03 08:00:00,31.33,89.2,21.34,72.28,93.61,28.14,8.81,0.62,22.13,0.01,0.07,,,0.04,0.02,,87.72,0.63,339.14,,,98.89,1003.92,-0.5
2024-01-03 09:00:00,33.88,89.61,12.12,62.74,74.86,25.81,8.62,0.6,24.77,0.0,0.01,,,0.03,0.01,,89.52,0.49,88.1,,,63.35,1004.38,-0.5
2024-01-03 10:00:00,38.87,99.74,6.88,67.35,74.22,25.95,8.5,0.57,30.32,0.03,0.02,,,0.02,0.02,,78.27,0.4,99.36,,,240.52,1004.12,-0.5
2024-01-03 11:00:00,48.3,105.12,1.51,23.29,24.8,19.12,8.68,0.42,37.26,0.01,0.11,,,0.03,0.04,,66.92,0.69,58.68,,,376.37,1003.45,-0.49
2024-01-03 12:00:00,46.04,99.68,0.81,9.15,9.96,16.75,8.61,0.38,40.78,0.79,1.7,,,0.55,0.4,,63.66,0.91,57.05,,,437.04,1002.28,-0.49
2024-01-03 13:00:00,47.33,89.91,1.28,12.02,13.3,18.53,8.75,0.82,39.2,0.56,1.61,,,1.14,0.82,,65.03,0.91,47.62,,,319.61,1001.42,-0.49
2024-01-03 14:00:00,43.75,84.84,0.88,11.03,11.91,20.99,8.82,0.55,36.23,0.61,2.13,,,1.15,0.46,,67.04,0.96,39.17,,,248.3,1000.75,-0.49
2024-01-03 15:00:00,40.86,80.45,0.72,10.27,10.98,18.4,8.74,0.7,40.15,0.4,3.05,,,0.45,0.66,,67.71,1.03,46.48,,,222.88,1000.4,-0.49
2024-01-03 16:00:00,42.32,76.56,1.06,12.66,13.72,16.79,8.7,0.65,38.39,1.04,2.11,,,0.86,0.76,,70.33,0.85,50.54,,,86.02,1000.55,-0.49
2024-01-03 17:00:00,40.93,75.66,1.0,13.46,14.46,16.82,8.72,0.62,36.55,0.68,1.25,,,0.97,0.22,,76.17,0.66,43.54,,,14.7,1000.9,-0.5
2024-01-03 18:00:00,35.98,75.27,1.93,17.02,18.94,16.84,8.66,0.25,35.06,1.3,1.69,,,1.23,0.37,,78.71,0.67,45.42,,,,1001.4,-0.5
2024-01-03 19:00:00,41.78,69.82,2.08,15.71,17.79,19.84,8.7,1.27,36.59,0.57,5.72,,,0.77,0.62,,78.32,0.76,45.19,,,,1001.85,-0.5
2024-01-03 20:00:00,36.22,66.68,3.23,18.92,22.15,20.6,8.61,1.7,37.74,1.06,1.08,,,0.85,0.74,,79.26,0.64,44.13,,,,1002.35,-0.5
2024-01-03 21:00:00,27.26,61.24,1.88,12.94,14.83,19.41,8.66,1.9,37.75,0.61,0.8,,,1.06,0.8,,80.51,0.56,39.48,,,,1002.48,-0.5
2024-01-03 22:00:00,20.72,61.2,3.9,21.51,25.41,19.94,8.54,1.92,35.21,0.99,1.11,,,1.57,0.42,,82.47,0.54,33.28,,,,1002.4,-0.5
2024-01-03 23:00:00,19.55,60.77,1.74,11.14,12.88,18.28,8.74,1.9,37.05,0.96,0.84,,,1.05,0.45,,83.98,0.55,36.59,,,,1002.23,-0.5
2024-01-04 00:00:00,23.53,58.3,1.68,10.68,12.36,18.2,8.64,2.17,34.9,1.53,1.09,,,0.98,0.53,,87.25,0.52,20.88,,,,1001.82,-0.5
2024-01-04 01:00:00,25.18,50.26,1.69,10.8,12.48,18.34,8.66,1.05,32.06,1.24,1.78,,,0.74,0.3,,91.01,0.53,100.46,,,,1001.38,-0.5
2024-01-04 02:00:00,20.38,47.87,2.46,13.8,16.26,19.14,8.54,1.1,24.93,1.09,1.84,,,0.36,0.27,,91.13,0.48,190.46,,,,1001.02,-0.5
2024-01-04 03:00:00,19.04,45.48,6.87,37.05,43.92,23.16,8.78,1.18,20.6,1.16,2.52,,,1.1,1.15,,91.05,0.51,335.95,,,,1000.8,-0.5
2024-01-04 04:00:00,16.77,48.35,9.27,32.1,41.37,24.05,8.7,0.98,19.19,0.38,0.96,,,0.53,0.61,,91.22,0.52,173.6,,,,1001.02,-0.5
2024-01-04 05:00:00,24.21,58.49,11.18,35.42,46.6,25.04,8.73,0.95,18.71,0.6,3.51,,,1.09,0.59,,91.21,0.51,179.42,,,,1001.65,-0.5
2024-01-04 06:00:00,29.34,59.96,18.66,47.66,66.32,27.09,8.62,0.85,19.65,0.19,2.64,,,0.4,0.44,,91.17,0.56,342.86,,,3.87,1002.35,-0.5
2024-01-04 07:00:00,28.9,71.36,21.02,45.28,66.3,28.99,8.85,0.95,19.39,0.43,2.28,,,0.65,0.7,,91.16,0.5,255.3,,,36.01,1003.25,-0.5
2024-01-04 08:00:00,28.36,83.08,21.28,57.36,78.64,31.77,8.68,0.92,20.21,1.23,1.08,,,1.91,0.43,,88.84,0.48,177.65,,,130.94,1003.7,-0.5
2024-01-04 09:00:00,27.61,101.34,10.28,55.45,65.74,30.57,8.56,0.95,29.42,1.47,1.32,,,0.33,0.37,,78.44,0.44,100.92,,,192.6,1004.08,-0.5
2024-01-04 10:00:00,36.04,110.41,3.64,26.39,30.03,25.13,8.38,1.0,38.65,0.17,1.62,,,0.74,0.59,,65.31,0.73,48.55,,,421.48,1003.9,-0.49
2024-01-04 11:00:00,32.08,88.23,2.02,13.46,15.47,21.86,8.83,0.85,42.97,0.6,2.56,,,0.8,0.66,,61.56,0.9,54.49,,,393.28,1003.15,-0.49
2024-01-04 12:00:00,32.12,84.07,2.08,16.36,18.44,23.16,8.78,1.12,33.9,0.82,1.74,,,0.77,0.23,,81.32,0.84,37.86,,,367.43,1002.08,-0.49
2024-01-04 13:00:00,41.84,76.55,1.52,11.15,12.68,27.88,8.91,0.82,38.24,0.43,0.71,,,0.93,0.4,,70.29,0.98,54.46,,,384.23,1001.18,-0.49
2024-01-04 14:00:00,49.48,70.55,2.5,18.2,20.7,31.16,8.66,0.75,35.3,0.15,3.9,,,0.92,0.14,,76.36,1.14,49.3,,,162.1,1000.6,-0.49
2024-01-04 15:00:00,43.92,71.03,1.43,12.73,14.16,28.7,8.61,0.88,34.84,1.68,1.24,,,1.7,1.05,,86.53,0.9,58.57,,,41.38,1000.55,-0.49
2024-01-04 16:00:00,35.28,65.4,4.66,29.31,33.97,30.52,8.72,0.9,27.27,1.02,2.79,,,0.9,0.85,,91.2,0.65,183.35,,,6.4,1001.0,-0.5
2024-01-04 17:00:00,28.62,62.3,5.55,34.36,39.91,31.45,8.68,0.85,23.65,0.04,6.74,,,0.86,0.47,,91.24,0.51,96.0,,,,1001.25,-0.5
2024-01-04 18:00:00,29.88,58.8,18.19,72.12,90.31,37.52,8.53,0.82,20.44,0.72,2.66,,,0.71,0.72,,91.24,0.56,270.58,,,,1001.72,-0.5
2024-01-04 19:00:00,32.67,61.4,14.79,65.12,79.91,36.76,8.65,0.78,21.09,0.53,2.48,,,1.48,0.98,,91.25,0.48,88.88,,,,1002.45,-0.5
2024-01-04 20:00:00,38.0,76.99,14.05,63.29,77.34,34.44,8.72,0.45,22.9,0.34,1.59,,,1.2,0.62,,91.23,0.55,103.58,,,,1002.82,-0.5
2024-01-04 21:00:00,38.86,77.31,7.82,37.08,44.9,27.64,8.69,0.15,18.41,1.54,1.54,,,0.8,0.82,,91.19,0.57,30.56,,,,1003.08,-0.5
2024-01-04 22:00:00,33.69,67.51,5.46,26.58,32.04,24.59,8.65,0.0,15.37,1.8,2.36,,,1.04,0.52,,91.18,0.56,26.45,,,,1002.75,-0.5
2024-01-04 23:00:00,31.66,63.19,2.39,15.53,18.28,22.15,8.62,0.05,18.71,0.02,0.93,,,0.71,0.06,,91.15,0.55,25.8,,,,1002.5,-0.5
2024-01-05 00:00:00,26.09,63.13,4.29,21.82,26.1,22.36,8.69,0.02,14.88,1.21,2.12,,,1.05,1.0,,91.14,0.53,91.22,,,,1002.02,-0.5
2024-01-05 01:00:00,21.46,61.82,3.62,16.92,20.54,21.93,8.87,0.95,18.38,1.07,2.22,,,0.71,0.65,,91.23,0.56,258.81,,,,1001.78,-0.5
2024-01-05 02:00:00,24.09,55.19,4.09,16.24,20.33,21.69,8.59,1.15,15.47,0.97,0.52,,,0.81,0.22,,91.25,0.56,177.96,,,,1001.2,-0.5
2024-01-05 03:00:00,24.82,52.9,7.64,20.77,28.41,22.46,8.69,1.18,16.55,0.22,3.84,,,0.63,0.86,,91.28,0.53,336.97,,,,1000.8,-0.5
2024-01-05 04:00:00,22.03,58.45,12.56,28.55,41.1,24.4,8.78,1.05,16.94,1.06,3.3,,,2.7,0.69,,91.23,0.56,249.9,,,,1000.98,-0.5
2024-01-05 05:00:00,27.36,55.7,14.5,39.66,54.16,25.86,8.65,1.3,27.21,1.24,1.86,,,1.19,1.26,,91.22,0.56,168.95,,,,1001.55,-0.5
2024-01-05 06:00:00,26.9,59.77,16.19,41.12,57.3,24.73,8.76,1.1,52.3,1.05,2.76,,,1.91,0.53,,91.23,0.52,178.32,,,1.7,1002.2,-0.5
2024-01-05 07:00:00,31.93,66.2,15.28,45.6,60.88,25.36,8.69,1.0,18.14,1.27,2.71,,,1.21,1.4,,91.18,0.59,341.59,,,14.26,1003.22,-0.5
