Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-01-01 00:00:00,75.75,128.25,4.55,3.55,5.55,8.25,3.25,0.64,15.53,3.6,,,,,,,71.5,0.92,139.0,0.0,0.0,5.75,745.0,
2024-01-01 01:00:00,115.0,152.5,5.05,5.95,7.3,8.0,3.52,0.68,11.57,3.75,,,,,,,74.25,0.78,52.75,0.0,0.0,5.75,744.0,
2024-01-01 02:00:00,101.0,199.75,9.12,12.4,14.0,8.22,4.3,0.78,6.01,4.32,,,,,,,79.25,0.7,25.5,0.0,0.0,6.0,744.0,
2024-01-01 03:00:00,183.0,353.0,8.18,11.45,12.72,9.62,3.82,0.39,7.06,2.07,,,,,,,80.75,0.78,228.5,0.0,0.0,6.0,744.0,
2024-01-01 04:00:00,165.0,263.25,8.18,7.82,10.78,8.68,4.68,0.6,8.39,3.35,,,,,,,79.5,1.4,80.25,0.0,0.0,6.5,744.0,
2024-01-01 05:00:00,119.75,164.0,8.0,5.65,9.5,8.35,3.2,0.57,8.86,3.18,,,,,,,80.25,1.5,69.75,0.0,0.0,6.75,744.0,
2024-01-01 06:00:00,93.25,135.25,7.48,6.98,9.78,8.62,4.15,0.57,8.44,3.22,,,,,,,80.0,1.45,78.5,0.0,0.0,12.0,745.0,
2024-01-01 07:00:00,98.25,142.5,7.1,5.88,8.88,8.82,4.78,0.61,10.41,3.33,,,,,,,77.0,2.12,97.75,0.0,0.0,57.5,745.25,
2024-01-01 08:00:00,108.5,160.5,6.28,7.18,8.9,9.52,3.5,0.7,11.05,3.9,,,,,,,72.5,2.22,103.75,0.0,0.0,143.75,746.0,
2024-01-01 09:00:00,127.25,182.25,6.25,6.15,8.38,9.62,3.4,0.69,12.31,3.77,,,,,,,69.0,2.15,105.0,0.0,0.0,228.25,746.0,
2024-01-01 10:00:00,117.25,168.0,5.35,5.25,7.12,9.78,4.83,0.94,12.64,24.33,,,,,,,65.0,2.53,144.75,0.0,0.0,299.5,746.0,
2024-01-01 11:00:00,88.0,127.5,5.67,2.57,6.0,9.83,6.33,0.79,12.07,4.47,,,,,,,62.75,2.78,180.0,0.0,0.0,356.5,746.0,
2024-01-01 12:00:00,70.0,115.0,5.47,3.3,6.2,8.43,4.1,0.63,12.43,3.5,2.0,,,,,,63.25,2.82,173.5,0.0,0.0,332.0,745.25,
2024-01-01 13:00:00,69.75,117.75,3.45,4.22,5.05,7.25,4.0,0.48,12.98,2.7,1.9,,,,,,64.0,3.12,194.75,0.0,0.0,297.25,745.0,
2024-01-01 14:00:00,68.5,113.75,3.38,2.33,3.98,8.38,1.73,0.41,13.12,2.3,,,,,,,64.25,2.9,191.25,0.0,0.0,231.25,744.25,
2024-01-01 15:00:00,68.75,104.0,3.55,2.55,4.25,8.02,1.23,0.36,14.38,2.0,,,,,,,66.5,2.92,184.0,0.0,0.0,148.25,744.0,
2024-01-01 16:00:00,71.25,103.25,3.67,3.3,4.77,8.63,1.82,0.62,15.32,3.45,,,,,,,66.0,2.58,177.0,0.0,0.0,74.0,743.5,
2024-01-01 17:00:00,65.75,104.0,3.3,2.35,3.92,9.12,2.75,0.71,16.28,3.97,,,,,,,67.25,1.8,164.25,0.0,0.0,20.25,744.0,
2024-01-01 18:00:00,73.0,109.0,4.05,2.25,4.5,8.55,2.28,0.73,16.65,4.1,,,,,,,68.0,2.02,169.5,0.0,0.0,6.0,744.0,
2024-01-01 19:00:00,77.25,104.5,3.88,3.1,4.82,8.38,3.3,0.71,16.64,4.0,,,,,,,69.0,2.12,165.0,0.0,0.0,5.75,745.0,
2024-01-01 20:00:00,87.0,114.75,4.38,2.92,5.12,7.3,1.3,0.47,15.43,2.6,,,,,,,69.0,1.95,160.5,0.0,0.0,6.5,745.25,
2024-01-01 21:00:00,48.5,76.5,3.78,2.58,4.4,7.28,,0.41,15.73,2.28,,,,,,,69.25,2.0,167.0,0.0,0.0,6.75,745.75,
2024-01-01 22:00:00,42.0,72.0,4.2,2.9,4.92,6.98,0.45,0.42,15.84,2.38,,,,,,,70.0,1.68,154.75,0.0,0.0,6.75,745.0,
2024-01-01 23:00:00,44.75,74.25,4.08,2.33,4.55,7.38,0.88,0.41,16.22,2.33,,,,,,,70.0,1.45,172.25,0.0,0.0,6.75,745.0,
2024-01-02 00:00:00,45.0,77.25,4.2,2.72,4.85,7.88,3.72,0.52,16.51,2.88,,,,,,,71.0,1.45,173.0,0.0,0.0,6.75,744.25,
2024-01-02 01:00:00,45.0,63.25,3.35,2.7,4.15,7.88,5.62,0.54,15.68,3.02,,,,,,,71.5,1.35,159.75,0.0,0.0,6.75,744.0,
2024-01-02 02:00:00,35.25,56.75,4.72,2.33,5.08,7.7,1.55,0.52,15.4,2.92,,,,,,,72.0,1.1,148.0,0.0,0.0,6.75,743.25,
2024-01-02 03:00:00,32.5,60.25,4.7,3.0,5.42,7.72,1.42,0.54,14.86,2.97,,,,,,,71.75,1.12,140.0,0.0,0.0,6.75,743.0,
2024-01-02 04:00:00,28.75,55.75,4.92,3.48,5.85,6.62,0.95,0.42,11.91,2.35,,,,,,,73.25,0.88,196.0,0.0,0.0,6.75,743.0,
2024-01-02 05:00:00,36.0,80.25,8.0,10.75,12.2,7.22,0.2,0.41,4.64,2.32,,,,,,,79.75,0.5,259.25,0.0,0.0,6.75,743.25,
2024-01-02 06:00:00,78.75,147.25,7.72,11.18,12.22,7.68,0.15,0.47,5.54,2.62,,,,,,,80.25,0.78,78.0,0.0,0.0,13.0,744.0,
2024-01-02 07:00:00,83.75,151.5,11.85,10.18,15.02,8.0,0.4,0.52,5.22,2.9,,,,,,,80.25,0.62,82.5,0.0,0.0,42.75,744.5,
2024-01-02 08:00:00,97.25,166.0,9.18,8.83,12.15,8.43,2.95,0.57,7.83,3.18,,,,,,,76.5,1.68,103.0,0.0,0.0,61.75,745.0,
2024-01-02 09:00:00,111.0,176.75,8.98,9.9,12.6,8.98,4.25,0.63,9.69,3.47,,,,,,,73.25,1.32,85.75,0.0,0.0,99.5,746.0,
2024-01-02 10:00:00,94.0,161.25,7.85,6.1,9.6,8.7,4.3,0.76,10.42,23.33,,,,,,,66.5,1.85,169.25,0.0,0.0,251.0,745.75,
2024-01-02 11:00:00,59.75,120.0,8.03,3.83,8.57,8.02,4.37,0.64,11.24,3.6,,,,,,,64.0,2.12,187.75,0.0,0.0,329.75,745.0,
2024-01-02 12:00:00,54.75,102.75,7.17,3.03,7.43,8.17,3.32,0.57,11.91,3.18,,,,,,,64.75,1.92,187.25,0.0,0.0,203.25,744.25,
2024-01-02 13:00:00,52.25,104.5,5.28,2.7,5.75,7.48,2.75,0.45,12.59,2.52,,,,,,,65.75,2.22,176.25,0.0,0.0,188.5,743.75,
2024-01-02 14:00:00,58.5,106.0,3.58,3.75,4.92,7.4,1.45,0.41,13.49,2.33,,,,,,,66.25,2.12,174.75,0.0,0.0,163.75,743.0,
2024-01-02 15:00:00,66.0,117.0,3.58,3.3,4.7,7.75,0.5,0.38,13.6,2.1,,,,,,,67.0,2.1,183.75,0.0,0.0,126.0,743.0,
2024-01-02 16:00:00,67.0,123.5,3.47,3.5,4.67,8.5,1.63,0.51,14.25,2.85,,,,,,,67.25,2.05,165.0,0.0,0.0,71.75,743.0,
2024-01-02 17:00:00,69.25,125.0,3.32,3.48,4.6,8.8,2.6,0.58,14.58,3.22,,,,,,,67.75,1.58,183.25,0.0,0.0,25.25,743.25,
2024-01-02 18:00:00,69.5,124.25,3.48,4.58,5.28,8.3,2.18,0.61,14.22,3.35,,,,,,,70.75,1.65,169.25,0.0,0.0,7.0,744.0,
2024-01-02 19:00:00,73.5,117.5,2.35,5.22,4.68,8.38,2.85,0.58,14.58,3.23,,,,,,,70.75,1.68,155.25,0.0,0.0,6.75,744.25,
2024-01-02 20:00:00,60.25,102.25,3.62,4.55,5.35,7.95,1.1,0.52,13.14,2.88,,,,,,,71.0,1.48,144.75,0.0,0.0,7.5,745.0,
2024-01-02 21:00:00,50.25,89.5,4.32,3.12,5.2,6.98,,0.42,13.91,2.35,,,,,,,71.5,1.78,146.5,0.0,0.0,6.75,745.0,
2024-01-02 22:00:00,43.25,64.75,3.08,4.25,4.75,10.6,3.6,0.54,14.59,3.0,,,,,,,72.0,1.92,157.5,0.0,0.0,,744.75,
2024-01-02 23:00:00,38.25,59.25,3.82,4.32,5.4,12.08,4.5,0.52,15.66,3.75,,,,,,,72.0,1.85,159.75,0.0,0.0,,744.0,
2024-01-03 00:00:00,38.0,60.25,4.6,5.7,6.75,12.85,3.12,0.4,14.1,2.22,,,,,,,73.25,1.27,106.5,0.0,0.0,,744.0,
2024-01-03 01:00:00,35.25,58.0,4.55,5.42,6.6,13.78,3.05,0.29,11.34,1.6,,,,,,,75.75,0.95,76.25,0.0,0.0,,743.25,
2024-01-03 02:00:00,42.25,111.25,4.6,10.55,9.38,14.15,2.5,0.36,8.27,2.02,,,,,,,78.0,0.8,35.25,0.0,0.0,,743.0,
2024-01-03 03:00:00,62.25,206.0,7.1,14.0,13.23,14.92,3.78,0.48,6.65,2.6,,,,,,,79.0,0.5,36.5,0.0,0.0,,743.0,
2024-01-03 04:00:00,66.25,170.5,12.48,13.9,17.52,14.7,1.38,0.68,6.36,3.78,,,,,,,80.5,0.57,59.5,0.0,0.0,,743.0,
2024-01-03 05:00:00,80.5,158.0,14.1,13.05,18.42,15.38,0.3,0.71,6.92,3.98,,,,,,,82.5,0.57,297.5,0.0,0.0,,743.0,
2024-01-03 06:00:00,114.25,145.5,15.97,12.72,19.75,15.4,1.7,0.72,7.32,4.03,,,,,,,83.0,0.43,337.0,0.0,0.0,9.0,743.0,
2024-01-03 07:00:00,101.5,167.25,18.9,13.72,22.7,15.45,2.12,0.83,7.94,4.57,,,,,,,80.5,0.75,277.75,0.0,0.0,36.5,744.0,
2024-01-03 08:00:00,121.25,208.0,15.9,14.9,20.82,16.18,1.62,1.14,8.62,6.38,,,,,,,77.0,1.2,140.75,0.0,0.0,63.5,744.75,
2024-01-03 09:00:00,113.0,202.0,14.1,11.8,17.75,16.2,1.35,2.1,9.74,11.7,,,,,,,75.5,2.1,101.0,0.0,0.0,85.5,745.0,
2024-01-03 10:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-01-03 11:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-01-03 12:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-01-03 13:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-01-03 14:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-01-03 15:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-01-03 16:00:00,113.0,202.0,,,,,,,2.51,,,,,,,,71.0,1.9,198.0,0.0,0.0,52.0,743.0,
2024-01-03 17:00:00,62.0,108.0,,3.2,1.1,5.3,3.45,0.86,11.85,4.8,,,,,,,72.0,2.12,169.25,0.0,0.0,25.0,743.0,
2024-01-03 18:00:00,57.75,105.0,2.0,6.85,4.68,7.95,1.2,1.0,15.68,5.58,,,,,,,73.5,1.78,178.5,0.0,0.0,9.5,744.0,
2024-01-03 19:00:00,44.25,92.75,2.65,6.45,5.6,8.65,1.02,1.07,14.69,5.98,,,,,,,74.0,1.8,179.5,0.0,0.0,8.75,744.0,
2024-01-03 20:00:00,40.5,83.0,3.58,5.0,5.52,8.5,3.1,0.64,14.61,2.77,,,,,,,74.0,1.58,164.5,0.0,0.0,11.0,744.0,
2024-01-03 21:00:00,36.0,79.75,3.52,3.78,4.88,8.22,4.38,0.42,15.23,2.35,,,,,,,74.0,1.42,172.75,0.0,0.0,7.25,744.0,
2024-01-03 22:00:00,33.0,66.5,3.4,3.3,4.53,7.98,2.72,0.46,14.46,2.55,,,,,,,74.25,1.25,157.25,0.0,0.0,5.75,744.0,
2024-01-03 23:00:00,24.0,59.0,4.85,3.58,5.82,6.22,2.3,0.42,13.79,2.33,,,,,,,74.75,1.12,158.0,0.0,0.0,6.0,744.0,
2024-01-04 00:00:00,24.25,66.75,4.25,2.82,4.95,6.15,2.72,0.44,14.58,2.67,,,,,,,75.5,1.02,164.75,0.0,0.0,6.0,743.75,
2024-01-04 01:00:00,23.5,56.75,3.82,2.85,4.62,5.92,3.5,0.48,15.08,2.62,,,,,,,76.0,1.08,143.75,0.0,0.0,5.75,743.25,
2024-01-04 02:00:00,17.75,39.75,5.8,3.05,6.38,6.75,3.55,0.5,14.3,2.82,,,,,,,77.75,0.82,190.5,0.0,0.0,6.0,743.0,
2024-01-04 03:00:00,23.75,62.75,12.98,13.88,17.92,9.15,4.2,0.54,6.0,3.02,,,,,,,80.75,0.68,225.75,0.0,0.0,5.5,743.0,
2024-01-04 04:00:00,56.25,115.25,9.9,13.15,15.02,8.6,1.68,0.52,5.15,2.7,,,,,,,81.75,0.95,59.5,0.0,0.0,5.75,743.0,
2024-01-04 05:00:00,62.5,107.5,8.07,10.58,12.18,8.1,0.72,0.5,5.98,2.8,,,,,,,81.0,1.08,93.0,0.0,0.0,5.75,743.0,
2024-01-04 06:00:00,62.0,100.75,9.3,12.02,13.95,8.72,2.65,0.42,5.75,2.3,,,,,,,82.0,1.42,53.25,0.0,0.0,6.75,744.0,
2024-01-04 07:00:00,98.0,139.25,12.18,10.92,15.7,7.48,3.0,0.53,6.06,2.95,,,,,,,82.75,0.7,187.0,0.0,0.0,27.25,744.75,
2024-01-04 08:00:00,120.25,175.0,15.68,13.88,20.08,8.18,2.82,0.77,6.95,4.47,,,,,,,79.25,0.75,242.25,0.0,0.0,91.5,745.0,
2024-01-04 09:00:00,127.75,193.0,13.42,11.85,17.2,9.2,3.25,0.86,10.22,4.8,,,,,,,73.25,1.32,149.25,0.0,0.0,161.5,745.25,
2024-01-04 10:00:00,93.0,150.75,10.92,3.88,10.98,8.95,4.33,0.79,10.96,23.83,,,,,,,66.75,2.1,166.5,0.0,0.0,295.0,745.75,
2024-01-04 11:00:00,39.5,82.25,9.43,3.03,9.3,9.63,4.67,0.75,12.47,4.18,,,,,,,66.25,2.02,197.0,0.0,0.0,317.0,745.0,
2024-01-04 12:00:00,51.5,95.25,7.9,4.03,8.6,9.53,2.88,0.74,13.04,4.03,,,,,,,68.0,1.95,184.25,0.0,0.0,231.5,744.25,
2024-01-04 13:00:00,53.5,94.5,7.65,2.7,7.68,9.28,2.65,0.98,12.74,5.45,,,,,,,67.75,1.78,201.75,0.0,0.0,229.25,743.75,
2024-01-04 14:00:00,44.75,88.5,7.12,4.12,8.0,8.28,1.32,0.94,13.55,5.22,,,,,,,71.0,2.25,197.0,0.0,0.0,153.75,743.0,
2024-01-04 15:00:00,43.25,87.0,5.8,3.55,6.58,8.0,0.85,0.92,15.55,5.1,,,,,,,76.0,2.08,187.5,0.0,0.0,44.5,743.0,
2024-01-04 16:00:00,50.75,88.75,5.23,3.93,6.33,7.57,2.8,0.52,15.69,2.5,,,,,,,83.0,1.72,134.75,0.5,0.5,11.25,743.0,
2024-01-04 17:00:00,52.5,63.5,2.95,6.72,5.95,8.55,3.78,0.44,13.71,2.48,,,,,,,85.75,1.58,158.25,0.25,0.25,4.33,743.0,
2024-01-04 18:00:00,53.0,59.0,5.45,16.2,13.08,8.43,2.82,0.54,7.23,3.02,,,,,,,86.25,0.78,288.5,0.0,0.0,2.25,744.0,
2024-01-04 19:00:00,65.5,82.0,12.45,17.62,19.47,9.55,1.02,0.78,5.94,4.35,,,,,,,87.0,0.52,254.25,0.0,0.0,1.75,744.0,
2024-01-04 20:00:00,80.25,95.5,10.2,11.35,14.3,9.52,1.23,0.66,11.02,3.3,,,,,,,80.75,1.62,200.25,0.0,0.0,1.75,744.0,
2024-01-04 21:00:00,61.25,83.0,9.27,4.42,9.93,9.2,0.82,0.54,17.19,2.98,,,,,,,75.25,1.5,146.25,0.0,0.0,1.0,744.25,
2024-01-04 22:00:00,48.0,60.25,8.22,4.78,9.25,8.85,0.43,0.51,18.47,2.85,,,,,,,76.0,1.7,148.75,0.0,0.0,1.5,744.0,
2024-01-04 23:00:00,49.5,65.0,8.2,2.92,8.22,9.02,1.2,0.46,18.66,2.58,,,,,,,76.0,1.4,159.25,0.0,0.0,1.75,744.0,
2024-01-05 00:00:00,45.25,68.0,6.8,2.78,7.0,8.38,1.18,0.53,18.96,3.2,,,,,,,76.0,1.05,156.75,0.0,0.0,2.0,744.0,
2024-01-05 01:00:00,46.25,69.75,6.15,2.95,6.6,7.95,1.15,0.55,18.2,3.05,,,,,,,76.0,1.02,145.0,0.0,0.0,2.5,743.5,
2024-01-05 02:00:00,48.0,74.5,5.85,3.2,6.48,8.8,0.78,0.5,18.63,2.8,,,,,,,76.25,1.02,138.0,0.0,0.0,3.0,743.0,
2024-01-05 03:00:00,51.0,73.25,6.55,5.85,8.45,9.7,2.15,0.47,14.23,2.6,,,,,,,78.75,0.8,89.5,0.0,0.0,2.75,743.0,
2024-01-05 04:00:00,54.0,75.75,8.82,10.62,12.88,9.6,3.18,0.56,6.76,3.2,,,,,,,81.75,0.52,27.25,0.0,0.0,2.75,743.0,
2024-01-05 05:00:00,66.5,89.0,10.18,13.4,15.4,10.1,3.4,0.71,5.5,3.97,,,,,,,83.0,1.02,111.75,0.0,0.0,2.5,743.0,
2024-01-05 06:00:00,77.75,113.75,8.55,12.8,13.75,10.3,1.82,0.73,6.75,4.05,,,,,,,83.0,1.23,71.75,0.0,0.0,4.25,744.0,
2024-01-05 07:00:00,82.5,119.5,8.38,12.12,13.25,9.8,0.8,0.74,6.9,4.12,,,,,,,82.0,1.23,137.0,0.0,0.0,12.0,744.5,
2024-01-05 08:00:00,96.0,136.75,11.28,13.15,16.15,9.25,2.2,0.71,7.65,3.9,,,,,,,80.5,1.45,75.75,0.0,0.0,54.25,745.0,
2024-01-05 09:00:00,110.5,152.75,10.18,11.62,14.45,10.22,3.55,0.76,9.62,4.23,,,,,,,76.0,1.8,86.25,0.0,0.0,174.0,745.25,
2024-01-05 10:00:00,91.0,129.75,11.3,8.82,13.88,10.32,4.67,0.9,11.34,24.33,,,,,,,72.0,2.17,96.25,0.0,0.0,241.25,745.0,
2024-01-05 11:00:00,60.0,93.0,9.9,8.7,12.67,9.78,4.97,0.77,11.56,4.28,,,,,,,68.75,2.52,131.25,0.0,0.0,294.75,744.75,
2024-01-05 12:00:00,45.75,73.25,9.2,5.37,10.3,11.07,4.9,0.68,12.15,3.77,,,,,,,66.25,2.6,157.25,0.0,0.0,336.0,744.0,
2024-01-05 13:00:00,37.75,69.5,7.3,4.7,8.45,10.2,3.6,0.62,11.93,3.42,,,,,,,65.0,2.4,158.75,0.0,0.0,317.75,743.0,
2024-01-05 14:00:00,35.75,72.25,9.15,2.97,9.0,9.57,2.78,0.59,11.34,3.3,,,,,,,64.5,2.4,167.5,0.0,0.0,263.25,743.0,
2024-01-05 15:00:00,39.25,67.25,7.02,3.28,7.42,9.88,3.12,0.57,12.76,3.2,,,,,,,69.25,2.42,170.75,0.0,0.0,112.25,743.0,
2024-01-05 16:00:00,34.5,71.25,6.13,5.57,7.97,7.23,1.05,0.63,12.55,3.53,,,,,,,70.5,2.4,154.75,0.0,0.0,53.5,743.0,
2024-01-05 17:00:00,38.0,82.75,5.45,5.65,7.4,8.0,1.3,0.46,12.4,2.55,,,,,,,71.75,2.05,138.75,0.0,0.0,12.5,743.0,
2024-01-05 18:00:00,43.0,84.0,5.58,6.45,7.95,7.75,2.18,0.5,12.87,2.78,,,,,,,73.75,2.1,116.5,0.0,0.0,4.25,744.0,
2024-01-05 19:00:00,41.5,72.0,4.85,7.05,7.7,8.45,2.33,0.4,11.38,2.25,,,,,,,75.75,2.08,122.0,0.0,0.0,5.75,744.0,
2024-01-05 20:00:00,43.0,67.0,5.08,4.53,6.52,9.95,2.88,0.53,13.14,3.17,,,,,,,77.5,1.92,132.25,0.0,0.0,5.0,744.5,
2024-01-05 21:00:00,32.25,51.5,5.65,4.8,7.15,9.05,3.32,0.72,12.95,4.03,,,,,,,77.0,1.85,127.25,0.0,0.0,4.75,745.0,
2024-01-05 22:00:00,25.75,47.75,5.25,4.0,6.4,9.4,1.88,0.72,13.06,4.02,,,,,,,77.75,1.82,128.5,0.0,0.0,4.25,744.5,
2024-01-05 23:00:00,22.5,41.75,5.5,3.22,6.18,9.32,2.12,0.67,13.24,3.75,,,,,,,78.0,1.88,130.0,0.0,0.0,4.75,744.0,
2024-01-06 00:00:00,25.0,43.0,5.98,2.62,6.25,7.85,2.62,0.36,14.09,1.6,,,,,,,78.0,2.15,128.75,0.0,0.0,5.75,744.0,
2024-01-06 01:00:00,26.75,39.0,4.65,2.35,5.08,8.68,3.25,0.25,13.92,1.38,,,,,,,78.75,2.0,131.5,0.0,0.0,5.75,743.5,
2024-01-06 02:00:00,24.0,37.5,5.42,2.08,5.52,9.02,1.42,0.23,13.41,1.27,,,,,,,79.0,1.85,104.25,0.0,0.0,6.0,743.0,
2024-01-06 03:00:00,25.25,43.0,4.68,2.18,4.95,9.18,1.23,0.21,13.78,1.18,,,,,,,79.25,1.83,98.5,0.0,0.0,6.0,743.0,
2024-01-06 04:00:00,22.0,44.25,4.65,4.62,6.22,9.52,1.12,0.41,10.31,2.6,,,,,,,82.5,1.72,76.75,0.0,0.0,5.0,743.0,
2024-01-06 05:00:00,26.5,36.25,5.05,4.25,6.4,9.52,1.35,0.48,10.96,2.7,,,,,,,82.25,2.1,110.5,0.0,0.0,3.75,743.0,
2024-01-06 06:00:00,22.75,29.75,5.95,5.0,7.55,9.75,2.17,0.5,11.51,2.75,,,,,,,80.5,2.15,98.25,0.0,0.0,6.0,743.25,
2024-01-06 07:00:00,25.0,36.5,6.08,6.3,8.25,9.0,1.7,0.5,10.75,2.8,,,,,,,78.5,2.33,104.5,0.0,0.0,18.5,744.0,
